LOAN_NBR|BORROWER_ID|COBORROWER_ID|STATE|COUNTY|LOAN_AMT|UPB|MONTHLYPMT|INTEREST_AMT|PMT_METHOD|DUE_DT|TXN_DT|DT_SRCE_BEG|DT_SRCE_END|ACTIVE
0000000632|0000000632|0000000632|KS|Central|539693172|248682883|17848|72957|Check|2019-01-31|2018-07-25 19:42:07|2018-07-22 03:48:57|9999-12-31 00:00:00|A
0000000633|0000000633|0000000633|CA|Orange|80122760|77799998|20866|74086|Check|2018-11-30|2018-07-08 09:04:49|2018-07-07 02:16:18|9999-12-31 00:00:00|A
0000000634|0000000634|0000000634|VT|East|927634061|682241475|17547|85608|Internal Transfer|2023-07-31|2018-07-10 16:17:42|2018-07-02 08:36:56|9999-12-31 00:00:00|A
0000000635|0000000635|0000000635|WA|Central|144722156|5593831|75596|23730|Wire|2025-06-30|2018-07-09 10:05:27|2018-07-06 05:21:57|9999-12-31 00:00:00|A
0000000636|0000000636|0000000636|NH|West|764373636|319409240|83109|97646|ACH|2023-06-30|2018-07-18 03:53:47|2018-07-13 10:47:31|9999-12-31 00:00:00|A
0000000637|0000000637|0000000637|PA|Montgomery|786361490|515663115|80038|87649|ACH|2024-09-30|2018-07-14 18:45:19|2018-07-14 10:22:42|9999-12-31 00:00:00|A
0000000638|0000000638|0000000638|NM|East|693145005|358621635|25765|34639|ACH|2024-08-31|2018-07-12 15:59:14|2018-07-11 16:55:01|9999-12-31 00:00:00|A
0000000639|0000000639|0000000639|AR|West|55219570|16524062|43638|93610|Check|2025-03-31|2018-07-23 23:17:41|2018-07-16 14:06:55|9999-12-31 00:00:00|A
0000000640|0000000640|0000000640|UT|North|500894646|142366758|56493|89124|Internal Transfer|2019-05-31|2018-07-10 20:55:43|2018-07-06 18:47:44|9999-12-31 00:00:00|A
0000000641|0000000641|0000000641|CA|San Diego|964067357|266522184|73873|18124|Wire|2024-06-30|2018-07-05 07:07:31|2018-07-03 09:13:30|9999-12-31 00:00:00|A
0000000642|0000000642|0000000642|MI|Genesee|303431265|222265805|34009|18203|Check|2019-02-28|2018-07-30 12:53:56|2018-07-17 05:41:03|9999-12-31 00:00:00|A
0000000643|0000000643|0000000643|MS|North|855646379|290197965|86820|37586|Wire|2022-09-30|2018-07-25 10:34:59|2018-07-24 00:19:43|9999-12-31 00:00:00|A
0000000644|0000000644|0000000644|GA|Fulton|120366173|8508374|34263|2393|Internal Transfer|2023-07-31|2018-07-11 16:39:20|2018-07-07 01:03:18|9999-12-31 00:00:00|A
0000000645|0000000645|0000000645|WI|West|475814847|120716041|7083|65676|ACH|2022-01-31|2018-07-26 12:16:24|2018-07-14 20:08:20|9999-12-31 00:00:00|A
0000000646|0000000646|0000000646|WV|West|681212062|340987798|12282|33607|Wire|2019-04-30|2018-07-20 16:11:58|2018-07-01 04:36:40|9999-12-31 00:00:00|A
0000000647|0000000647|0000000647|VT|West|559047596|218652642|68683|17214|Wire|2024-04-30|2018-07-29 13:18:28|2018-07-15 16:17:38|9999-12-31 00:00:00|A
0000000648|0000000648|0000000648|AZ|North|667058886|658130868|35972|78223|Check|2019-10-31|2018-07-03 08:37:42|2018-07-03 02:47:01|9999-12-31 00:00:00|A
0000000649|0000000649|0000000649|CT|East|538393241|317136117|46071|7724|Internal Transfer|2022-05-31|2018-07-16 04:14:43|2018-07-05 05:26:32|9999-12-31 00:00:00|A
0000000650|0000000650|0000000650|SC|North|576247216|96656524|89948|5376|Check|2019-09-30|2018-07-10 21:43:08|2018-07-08 08:04:35|9999-12-31 00:00:00|A
0000000651|0000000651|0000000651|NC|Cumberland|281941079|223662542|67219|81676|ACH|2018-09-30|2018-07-16 16:04:28|2018-07-06 20:35:53|9999-12-31 00:00:00|A
0000000652|0000000652|0000000652|NC|Forsyth|809245117|539742064|86170|78092|ACH|2019-04-30|2018-07-20 08:01:34|2018-07-07 10:12:56|9999-12-31 00:00:00|A
0000000653|0000000653|0000000653|NV|North|237165037|122639588|52259|82767|Check|2023-09-30|2018-07-23 15:14:48|2018-07-04 13:09:54|9999-12-31 00:00:00|A
0000000654|0000000654|0000000654|IL|Lake|513307516|138008298|60424|38760|Internal Transfer|2021-03-31|2018-07-26 16:08:02|2018-07-18 05:59:54|9999-12-31 00:00:00|A
0000000655|0000000655|0000000655|CA|San Diego|118509174|29889549|34016|71673|ACH|2025-11-30|2018-07-13 20:30:15|2018-07-07 20:22:13|9999-12-31 00:00:00|A
0000000656|0000000656|0000000656|KY|West|144321811|66553942|35566|96613|Internal Transfer|2020-02-29|2018-07-18 16:14:20|2018-07-09 04:16:27|9999-12-31 00:00:00|A
0000000657|0000000657|0000000657|CT|North|629782300|130978523|18606|30525|Check|2020-12-31|2018-07-03 05:46:36|2018-07-02 16:29:42|9999-12-31 00:00:00|A
0000000658|0000000658|0000000658|NJ|East|767042066|743301664|97476|15054|ACH|2021-03-31|2018-07-30 09:12:45|2018-07-01 17:01:01|9999-12-31 00:00:00|A
0000000659|0000000659|0000000659|NC|Forsyth|5014099|2369805|29626|11358|Wire|2022-06-30|2018-07-07 22:35:37|2018-07-04 18:55:50|9999-12-31 00:00:00|A
0000000660|0000000660|0000000660|WI|South|192850432|27460467|64160|62655|ACH|2020-02-29|2018-07-05 08:12:54|2018-07-02 00:12:43|9999-12-31 00:00:00|A
0000000661|0000000661|0000000661|CA|Santa Clara|691405615|578172546|19460|34369|Wire|2024-06-30|2018-07-23 16:22:08|2018-07-11 08:28:59|9999-12-31 00:00:00|A
0000000662|0000000662|0000000662|TN|North|818381202|738669129|90548|76340|Check|2025-03-31|2018-07-27 05:33:14|2018-07-01 14:08:08|9999-12-31 00:00:00|A
0000000663|0000000663|0000000663|NC|Wake|96039401|33557632|96778|9437|Wire|2020-06-30|2018-07-15 04:04:27|2018-07-03 05:32:10|9999-12-31 00:00:00|A
0000000664|0000000664|0000000664|IN|East|540769131|258465404|63125|67747|Internal Transfer|2024-01-31|2018-07-06 10:09:05|2018-07-04 13:18:36|9999-12-31 00:00:00|A
0000000665|0000000665|0000000665|LA|North|458969669|103866640|16103|91659|ACH|2025-07-31|2018-07-30 14:06:53|2018-07-25 00:03:46|9999-12-31 00:00:00|A
0000000666|0000000666|0000000666|SC|East|292980189|9238057|6571|34941|ACH|2023-07-31|2018-07-16 09:17:18|2018-07-11 04:21:17|9999-12-31 00:00:00|A
0000000667|0000000667|0000000667|NH|East|551905772|344128554|98121|76506|Internal Transfer|2020-06-30|2018-07-23 23:45:11|2018-07-04 03:26:44|9999-12-31 00:00:00|A
0000000668|0000000668|0000000668|MN|North|937144901|512364397|56864|95252|ACH|2026-07-31|2018-07-07 19:41:20|2018-07-05 12:28:38|9999-12-31 00:00:00|A
0000000669|0000000669|0000000669|WI|West|622470557|357857419|66155|16571|Check|2026-12-31|2018-07-20 01:28:11|2018-07-05 13:46:08|9999-12-31 00:00:00|A
0000000670|0000000670|0000000670|RI|West|17866087|8842108|45033|50420|Internal Transfer|2021-06-30|2018-07-30 02:37:42|2018-07-07 14:27:02|9999-12-31 00:00:00|A
0000000671|0000000671|0000000671|RI|West|402686157|343523188|5267|21437|Internal Transfer|2026-03-31|2018-07-17 18:13:49|2018-07-03 12:48:02|9999-12-31 00:00:00|A
0000000672|0000000672|0000000672|CT|South|71230399|23508904|64842|56263|ACH|2019-04-30|2018-07-12 09:33:49|2018-07-04 22:29:03|9999-12-31 00:00:00|A
0000000673|0000000673|0000000673|HI|North|307475707|140403825|3468|70912|Wire|2021-07-31|2018-07-04 02:28:54|2018-07-01 01:03:26|9999-12-31 00:00:00|A
0000000674|0000000674|0000000674|MD|West|776593308|59620930|71668|77483|Wire|2024-05-31|2018-07-16 01:10:52|2018-07-06 00:23:25|9999-12-31 00:00:00|A
0000000675|0000000675|0000000675|LA|North|524424115|117487140|81953|20848|Internal Transfer|2024-07-31|2018-07-31 16:39:28|2018-07-26 23:59:26|9999-12-31 00:00:00|A
0000000676|0000000676|0000000676|SD|Central|100954694|31622057|50321|94228|Check|2023-07-31|2018-07-13 07:00:05|2018-07-01 07:59:37|9999-12-31 00:00:00|A
0000000677|0000000677|0000000677|OK|North|368234611|310062240|44930|41074|ACH|2024-02-29|2018-07-08 09:10:51|2018-07-07 00:41:18|9999-12-31 00:00:00|A
0000000678|0000000678|0000000678|KY|East|641935668|17393917|38945|6776|Wire|2021-08-31|2018-07-23 03:13:11|2018-07-08 07:33:44|9999-12-31 00:00:00|A
0000000679|0000000679|0000000679|DE|South|394320684|290298491|81735|95156|Wire|2023-05-31|2018-07-15 10:40:16|2018-07-03 16:43:21|9999-12-31 00:00:00|A
0000000680|0000000680|0000000680|CO|South|831150685|734008617|32002|46236|Check|2018-03-31|2018-07-13 16:11:08|2018-07-12 04:39:32|9999-12-31 00:00:00|A
0000000681|0000000681|0000000681|KS|West|528750059|355090331|23133|53506|Wire|2024-11-30|2018-07-01 04:32:12|2018-07-01 02:43:12|9999-12-31 00:00:00|A
0000000682|0000000682|0000000682|MN|Central|695560469|627271448|63806|75107|ACH|2023-03-31|2018-07-18 21:24:45|2018-07-10 16:32:55|9999-12-31 00:00:00|A
0000000683|0000000683|0000000683|NE|South|144065815|105540317|23251|71586|Check|2020-11-30|2018-07-20 12:26:18|2018-07-02 20:41:08|9999-12-31 00:00:00|A
0000000684|0000000684|0000000684|ME|North|694227689|6588963|22767|30605|ACH|2024-03-31|2018-07-20 17:28:59|2018-07-11 06:25:13|9999-12-31 00:00:00|A
0000000685|0000000685|0000000685|VT|Central|862586180|706398087|86841|97851|Check|2019-01-31|2018-07-03 21:28:56|2018-07-01 18:58:40|9999-12-31 00:00:00|A
0000000686|0000000686|0000000686|LA|North|306903737|196189141|41996|81755|ACH|2023-08-31|2018-07-09 20:24:35|2018-07-02 14:55:10|9999-12-31 00:00:00|A
0000000687|0000000687|0000000687|AR|East|431687873|231870007|45154|68803|Internal Transfer|2024-06-30|2018-07-30 06:38:19|2018-07-03 03:42:26|9999-12-31 00:00:00|A
0000000688|0000000688|0000000688|LA|Central|565389560|184269783|78208|28117|ACH|2018-11-30|2018-07-18 05:56:57|2018-07-11 04:01:19|9999-12-31 00:00:00|A
0000000689|0000000689|0000000689|CA|San Diego|61311408|47963863|25729|74768|Internal Transfer|2018-07-31|2018-07-04 08:27:56|2018-07-02 06:20:53|9999-12-31 00:00:00|A
0000000690|0000000690|0000000690|OK|East|289561346|175218616|45661|54354|Internal Transfer|2022-10-31|2018-07-11 04:14:24|2018-07-06 00:31:43|9999-12-31 00:00:00|A
0000000691|0000000691|0000000691|MS|East|180141457|72594406|74823|57608|Wire|2023-12-31|2018-07-18 19:59:59|2018-07-10 09:30:26|9999-12-31 00:00:00|A
0000000692|0000000692|0000000692|DC|South|812202265|261408813|4329|35796|Check|2020-05-31|2018-07-06 00:15:53|2018-07-03 07:00:48|9999-12-31 00:00:00|A
0000000693|0000000693|0000000693|VT|North|467835975|141403932|42944|45306|Wire|2019-03-31|2018-07-24 09:51:55|2018-07-15 20:45:39|9999-12-31 00:00:00|A
0000000694|0000000694|0000000694|ID|West|590952972|380562052|3371|15876|Wire|2020-01-31|2018-07-17 12:18:28|2018-07-10 21:16:26|9999-12-31 00:00:00|A
0000000695|0000000695|0000000695|OR|East|445374632|210567357|45351|41216|Check|2024-02-29|2018-07-11 17:39:34|2018-07-10 06:04:36|9999-12-31 00:00:00|A
0000000696|0000000696|0000000696|TX|Tarrant|763965618|600969336|51207|17933|ACH|2019-06-30|2018-07-17 22:49:09|2018-07-12 06:18:48|9999-12-31 00:00:00|A
0000000697|0000000697|0000000697|KY|East|628778306|14645013|87054|3750|Internal Transfer|2025-01-31|2018-07-31 04:46:57|2018-07-22 21:41:05|9999-12-31 00:00:00|A
0000000698|0000000698|0000000698|KS|South|227615550|168057624|63230|46504|Check|2023-01-31|2018-07-31 10:17:46|2018-07-20 16:54:59|9999-12-31 00:00:00|A
0000000699|0000000699|0000000699|ND|North|94437946|91424522|42112|92954|Wire|2024-03-31|2018-07-13 04:04:58|2018-07-05 09:28:12|9999-12-31 00:00:00|A
0000000700|0000000700|0000000700|NE|East|111270382|85831994|4714|99522|Wire|2026-10-31|2018-07-10 20:13:55|2018-07-06 04:26:11|9999-12-31 00:00:00|A
0000000701|0000000701|0000000701|AR|East|596600609|570211363|20691|6640|ACH|2021-01-31|2018-07-13 07:35:38|2018-07-02 00:04:52|9999-12-31 00:00:00|A
0000000702|0000000702|0000000702|MO|Central|700289162|694994185|73908|64496|Check|2025-10-31|2018-07-30 18:49:22|2018-07-09 16:30:05|9999-12-31 00:00:00|A
0000000703|0000000703|0000000703|MD|Central|856253071|708004627|86513|76086|Internal Transfer|2026-05-31|2018-07-10 09:22:35|2018-07-09 07:37:52|9999-12-31 00:00:00|A
0000000704|0000000704|0000000704|NE|West|783987170|197046509|81310|82750|ACH|2023-04-30|2018-07-22 05:23:07|2018-07-14 04:53:31|9999-12-31 00:00:00|A
0000000705|0000000705|0000000705|NY|Bronx|736163004|20873092|55245|7055|Internal Transfer|2023-10-31|2018-07-18 21:56:57|2018-07-07 12:56:48|9999-12-31 00:00:00|A
0000000706|0000000706|0000000706|TX|Travis|819766464|540455776|61612|19819|Check|2026-06-30|2018-07-27 03:48:44|2018-07-24 05:30:11|9999-12-31 00:00:00|A
0000000707|0000000707|0000000707|NJ|West|891145868|218166700|11190|6240|Internal Transfer|2022-11-30|2018-07-27 13:59:16|2018-07-19 10:49:25|9999-12-31 00:00:00|A
0000000708|0000000708|0000000708|NV|North|532320826|293020612|80742|22446|Internal Transfer|2023-09-30|2018-07-06 20:54:14|2018-07-03 09:33:35|9999-12-31 00:00:00|A
0000000709|0000000709|0000000709|MO|East|54204344|13815358|48570|3192|Internal Transfer|2024-09-30|2018-07-04 21:38:06|2018-07-04 01:48:40|9999-12-31 00:00:00|A
0000000710|0000000710|0000000710|VT|East|810348544|164365699|81758|44950|Check|2025-06-30|2018-07-16 02:05:26|2018-07-11 19:27:42|9999-12-31 00:00:00|A
0000000711|0000000711|0000000711|AL|Central|984621725|508207857|56407|79614|ACH|2023-07-31|2018-07-11 18:58:22|2018-07-10 00:53:46|9999-12-31 00:00:00|A
0000000712|0000000712|0000000712|NE|South|886151023|259398892|54943|94711|Check|2018-11-30|2018-07-24 09:38:28|2018-07-15 03:02:13|9999-12-31 00:00:00|A
0000000713|0000000713|0000000713|GA|Cobb|741284524|491457136|65410|9623|Check|2021-02-28|2018-07-03 03:48:29|2018-07-02 22:55:46|9999-12-31 00:00:00|A
0000000714|0000000714|0000000714|OH|Franklin|52614919|7377186|48559|48337|Wire|2019-03-31|2018-07-26 08:13:27|2018-07-23 20:03:56|9999-12-31 00:00:00|A
0000000715|0000000715|0000000715|MS|West|332482713|289567101|52485|26910|Wire|2024-11-30|2018-07-15 14:58:37|2018-07-15 01:07:58|9999-12-31 00:00:00|A
0000000716|0000000716|0000000716|DE|West|19228067|12706277|31723|57402|Check|2023-08-31|2018-07-09 11:52:12|2018-07-02 14:49:25|9999-12-31 00:00:00|A
0000000717|0000000717|0000000717|AZ|South|884496144|741078872|4414|27204|Check|2021-06-30|2018-07-22 08:31:49|2018-07-08 07:42:20|9999-12-31 00:00:00|A
0000000718|0000000718|0000000718|KS|East|773107788|331338967|7385|91598|Internal Transfer|2025-05-31|2018-07-28 21:33:35|2018-07-07 16:45:07|9999-12-31 00:00:00|A
0000000719|0000000719|0000000719|AL|North|290863031|116384248|41544|84101|Wire|2018-06-30|2018-07-26 00:19:53|2018-07-07 11:53:04|9999-12-31 00:00:00|A
0000000720|0000000720|0000000720|LA|West|123992739|44185750|77107|61229|ACH|2021-08-31|2018-07-02 10:11:41|2018-07-01 12:04:39|9999-12-31 00:00:00|A
0000000721|0000000721|0000000721|OR|North|887070350|664637886|81157|12905|Check|2019-05-31|2018-07-18 05:32:10|2018-07-06 01:23:03|9999-12-31 00:00:00|A
0000000722|0000000722|0000000722|SD|East|386581127|110474261|83012|84257|Wire|2018-07-31|2018-07-14 23:30:41|2018-07-03 00:15:34|9999-12-31 00:00:00|A
0000000723|0000000723|0000000723|CT|East|28016731|17168248|23187|60644|ACH|2020-04-30|2018-07-04 11:25:31|2018-07-03 14:41:48|9999-12-31 00:00:00|A
0000000724|0000000724|0000000724|WV|East|906625821|905701830|83629|26017|Wire|2023-10-31|2018-07-13 22:08:00|2018-07-12 20:22:34|9999-12-31 00:00:00|A
0000000725|0000000725|0000000725|IL|Kane|930584819|538098397|89514|88686|Wire|2026-11-30|2018-07-07 12:56:54|2018-07-07 09:35:06|9999-12-31 00:00:00|A
0000000726|0000000726|0000000726|AR|West|613000813|151418755|77337|79406|Check|2023-08-31|2018-07-15 03:59:23|2018-07-08 22:52:52|9999-12-31 00:00:00|A
0000000727|0000000727|0000000727|LA|East|983874808|111727160|14888|31094|ACH|2024-11-30|2018-07-01 18:02:52|2018-07-01 07:26:22|9999-12-31 00:00:00|A
0000000728|0000000728|0000000728|AZ|East|117846879|5201888|79502|61913|Wire|2025-04-30|2018-07-22 07:59:43|2018-07-09 22:21:02|9999-12-31 00:00:00|A
0000000729|0000000729|0000000729|VA|West|326796268|254557957|91263|28344|Check|2021-02-28|2018-07-18 02:29:41|2018-07-07 09:53:29|9999-12-31 00:00:00|A
0000000730|0000000730|0000000730|AR|West|918754881|845103630|98561|44489|Wire|2018-04-30|2018-07-02 05:20:41|2018-07-02 01:14:46|9999-12-31 00:00:00|A
0000000731|0000000731|0000000731|OK|East|681439293|589069692|3866|35420|Check|2026-06-30|2018-07-13 08:48:29|2018-07-01 13:26:41|9999-12-31 00:00:00|A
0000000732|0000000732|0000000732|WY|North|623161177|217617332|84828|40723|Wire|2024-10-31|2018-07-23 10:12:03|2018-07-19 00:24:43|9999-12-31 00:00:00|A
0000000733|0000000733|0000000733|NC|Mecklenburg|451398364|29466092|30359|4081|ACH|2021-01-31|2018-07-05 16:22:59|2018-07-04 12:54:03|9999-12-31 00:00:00|A
0000000734|0000000734|0000000734|MO|South|631718412|425911144|9145|26226|Internal Transfer|2024-07-31|2018-07-28 18:24:32|2018-07-06 11:32:35|9999-12-31 00:00:00|A
0000000735|0000000735|0000000735|NY|Kings|998962083|446898359|76697|81477|Internal Transfer|2026-09-30|2018-07-23 08:21:17|2018-07-04 21:23:17|9999-12-31 00:00:00|A
0000000736|0000000736|0000000736|WA|South|307078809|107707074|4764|91984|ACH|2023-07-31|2018-07-17 03:53:02|2018-07-03 17:44:56|9999-12-31 00:00:00|A
0000000737|0000000737|0000000737|MS|North|916381763|372820318|10744|76825|Wire|2026-01-31|2018-07-12 00:16:49|2018-07-10 20:04:59|9999-12-31 00:00:00|A
0000000738|0000000738|0000000738|HI|West|464197668|274771625|57798|4359|ACH|2024-05-31|2018-07-05 07:49:27|2018-07-01 05:52:28|9999-12-31 00:00:00|A
0000000739|0000000739|0000000739|NV|Central|61512157|26795633|70123|28017|Internal Transfer|2023-03-31|2018-07-29 17:32:49|2018-07-05 04:18:00|9999-12-31 00:00:00|A
0000000740|0000000740|0000000740|NV|Central|97688700|356476|46855|82596|Check|2026-08-31|2018-07-11 16:37:12|2018-07-02 11:57:02|9999-12-31 00:00:00|A
0000000741|0000000741|0000000741|CT|North|903529435|146001341|38788|18238|Internal Transfer|2019-06-30|2018-07-27 08:00:13|2018-07-10 14:09:19|9999-12-31 00:00:00|A
0000000742|0000000742|0000000742|CA|Orange|207237815|112983228|93336|88775|Internal Transfer|2022-11-30|2018-07-31 14:37:58|2018-07-10 17:20:49|9999-12-31 00:00:00|A
0000000743|0000000743|0000000743|TX|Dallas|471086362|49015280|90558|99471|Wire|2019-10-31|2018-07-07 13:19:00|2018-07-04 12:43:22|9999-12-31 00:00:00|A
0000000744|0000000744|0000000744|CA|Los Angeles|440382125|31959583|15088|25447|Internal Transfer|2024-07-31|2018-07-28 13:39:59|2018-07-24 17:58:33|9999-12-31 00:00:00|A
0000000745|0000000745|0000000745|NH|North|200534523|87603541|96651|35895|Check|2026-08-31|2018-07-28 07:32:33|2018-07-22 10:35:52|9999-12-31 00:00:00|A
0000000746|0000000746|0000000746|NE|East|273555623|4066178|74065|35592|Internal Transfer|2021-01-31|2018-07-21 14:26:18|2018-07-13 05:21:30|9999-12-31 00:00:00|A
0000000747|0000000747|0000000747|LA|East|106095742|73907437|39643|8607|Internal Transfer|2025-04-30|2018-07-21 17:28:15|2018-07-01 20:03:05|9999-12-31 00:00:00|A
0000000748|0000000748|0000000748|MD|East|343310799|254608000|78460|98323|Check|2018-08-31|2018-07-30 22:34:17|2018-07-09 15:42:51|9999-12-31 00:00:00|A
0000000749|0000000749|0000000749|NV|East|129637637|9194237|99361|11506|Internal Transfer|2023-05-31|2018-07-09 07:56:32|2018-07-02 17:07:40|9999-12-31 00:00:00|A
0000000750|0000000750|0000000750|WY|East|177693559|61480138|74125|20318|Wire|2023-11-30|2018-07-26 10:37:09|2018-07-04 13:43:09|9999-12-31 00:00:00|A
0000000751|0000000751|0000000751|KY|West|228696405|212922009|91816|63279|Internal Transfer|2018-02-28|2018-07-08 04:02:06|2018-07-01 17:42:26|9999-12-31 00:00:00|A
0000000752|0000000752|0000000752|ME|South|297944869|78488955|9689|41891|Wire|2024-01-31|2018-07-25 03:20:54|2018-07-09 04:16:16|9999-12-31 00:00:00|A
0000000753|0000000753|0000000753|NV|Central|746689989|616779585|95267|461|Check|2022-08-31|2018-07-20 07:40:52|2018-07-14 12:46:43|9999-12-31 00:00:00|A
0000000754|0000000754|0000000754|IA|East|608085275|174992676|68915|41202|Check|2025-04-30|2018-07-19 00:36:13|2018-07-05 17:37:50|9999-12-31 00:00:00|A
0000000755|0000000755|0000000755|SD|East|292485763|156981757|35480|89241|Wire|2018-02-28|2018-07-09 17:33:30|2018-07-05 09:27:50|9999-12-31 00:00:00|A
0000000756|0000000756|0000000756|IA|East|79252073|56472187|91932|5599|Internal Transfer|2024-02-29|2018-07-20 16:03:33|2018-07-14 16:35:37|9999-12-31 00:00:00|A
0000000757|0000000757|0000000757|NJ|East|266375102|111815164|26909|74931|Check|2020-07-31|2018-07-27 04:42:06|2018-07-20 18:52:32|9999-12-31 00:00:00|A
0000000758|0000000758|0000000758|OK|North|937793037|828110131|33217|70364|ACH|2025-05-31|2018-07-05 12:56:49|2018-07-02 13:25:55|9999-12-31 00:00:00|A
0000000759|0000000759|0000000759|NM|Central|474531038|392031946|79817|4070|Check|2019-06-30|2018-07-26 14:14:32|2018-07-15 14:48:46|9999-12-31 00:00:00|A
0000000760|0000000760|0000000760|TN|East|639036499|356931323|20752|14981|Internal Transfer|2023-06-30|2018-07-27 23:52:23|2018-07-23 22:28:36|9999-12-31 00:00:00|A
0000000761|0000000761|0000000761|SD|East|334471305|281764537|93726|50549|ACH|2023-11-30|2018-07-13 11:18:05|2018-07-03 16:39:47|9999-12-31 00:00:00|A
0000000762|0000000762|0000000762|CT|West|813802096|136595198|76126|71333|Internal Transfer|2026-06-30|2018-07-15 21:17:43|2018-07-13 15:34:23|9999-12-31 00:00:00|A
0000000763|0000000763|0000000763|IN|West|10354801|9957453|82507|13466|Check|2025-11-30|2018-07-21 21:21:01|2018-07-19 00:48:22|9999-12-31 00:00:00|A
0000000764|0000000764|0000000764|VT|East|78243353|54665706|14198|63655|Wire|2018-08-31|2018-07-08 15:53:21|2018-07-06 08:45:38|9999-12-31 00:00:00|A
0000000765|0000000765|0000000765|NE|North|951209224|283330481|8475|50048|Wire|2020-05-31|2018-07-25 16:59:19|2018-07-02 02:49:44|9999-12-31 00:00:00|A
0000000766|0000000766|0000000766|NC|Wake|218628208|114705200|56212|71744|Internal Transfer|2021-11-30|2018-07-26 19:41:19|2018-07-15 15:40:41|9999-12-31 00:00:00|A
0000000767|0000000767|0000000767|IL|Kane|818563380|293759996|55121|99089|Internal Transfer|2023-06-30|2018-07-29 21:17:28|2018-07-11 05:00:56|9999-12-31 00:00:00|A
0000000768|0000000768|0000000768|AK|South|435016332|294353833|33233|11842|Check|2023-03-31|2018-07-07 11:55:25|2018-07-04 11:57:14|9999-12-31 00:00:00|A
0000000769|0000000769|0000000769|IN|North|561444436|64751843|96882|58178|Check|2026-04-30|2018-07-27 20:31:23|2018-07-16 16:57:42|9999-12-31 00:00:00|A
0000000770|0000000770|0000000770|KS|West|55701561|21300121|62512|78512|Internal Transfer|2018-03-31|2018-07-24 10:26:55|2018-07-14 09:33:18|9999-12-31 00:00:00|A
0000000771|0000000771|0000000771|DC|South|982395645|157406008|31428|87189|ACH|2025-10-31|2018-07-03 21:43:58|2018-07-02 11:03:07|9999-12-31 00:00:00|A
0000000772|0000000772|0000000772|WV|East|172282064|73140406|81523|98044|Check|2018-07-31|2018-07-25 02:20:24|2018-07-21 05:24:27|9999-12-31 00:00:00|A
0000000773|0000000773|0000000773|AR|Central|11357976|10098681|26281|82105|Wire|2020-07-31|2018-07-30 21:46:23|2018-07-23 10:22:53|9999-12-31 00:00:00|A
0000000774|0000000774|0000000774|SD|West|104561907|67726023|12761|55615|Check|2019-01-31|2018-07-14 23:45:38|2018-07-07 19:36:19|9999-12-31 00:00:00|A
0000000775|0000000775|0000000775|MA|West|237010812|207847373|24039|93585|Internal Transfer|2018-06-30|2018-07-20 03:24:02|2018-07-10 05:30:16|9999-12-31 00:00:00|A
0000000776|0000000776|0000000776|MA|East|148897098|118251035|61145|72885|Wire|2018-11-30|2018-07-19 06:51:23|2018-07-07 06:17:40|9999-12-31 00:00:00|A
0000000777|0000000777|0000000777|AR|East|994688859|642558863|90182|24833|ACH|2018-06-30|2018-07-27 02:05:53|2018-07-16 12:55:30|9999-12-31 00:00:00|A
0000000778|0000000778|0000000778|NC|Cumberland|288178564|163627258|10644|74880|Internal Transfer|2023-09-30|2018-07-06 09:48:13|2018-07-02 02:30:40|9999-12-31 00:00:00|A
0000000779|0000000779|0000000779|NJ|West|913862549|368488937|98520|65032|ACH|2022-09-30|2018-07-07 08:07:05|2018-07-02 07:49:05|9999-12-31 00:00:00|A
0000000780|0000000780|0000000780|RI|South|269785664|219265287|99491|86226|Internal Transfer|2018-09-30|2018-07-21 12:50:58|2018-07-07 02:09:45|9999-12-31 00:00:00|A
0000000781|0000000781|0000000781|CA|San Diego|945610689|693165187|42273|94809|ACH|2022-01-31|2018-07-15 14:17:18|2018-07-02 20:06:23|9999-12-31 00:00:00|A
0000000782|0000000782|0000000782|PA|Montgomery|118908416|113201857|78118|23082|Wire|2021-04-30|2018-07-09 09:12:43|2018-07-09 01:03:36|9999-12-31 00:00:00|A
0000000783|0000000783|0000000783|SD|Central|395777806|79314489|71040|60131|Internal Transfer|2019-06-30|2018-07-23 22:02:41|2018-07-17 14:07:10|9999-12-31 00:00:00|A
0000000784|0000000784|0000000784|NH|North|273448878|47332561|7137|55081|Wire|2019-03-31|2018-07-27 12:53:11|2018-07-04 11:06:38|9999-12-31 00:00:00|A
0000000785|0000000785|0000000785|LA|South|946613815|648613153|96906|12814|Wire|2026-03-31|2018-07-02 17:22:45|2018-07-02 00:45:18|9999-12-31 00:00:00|A
0000000786|0000000786|0000000786|DE|Central|171242568|12632847|72420|65884|ACH|2025-09-30|2018-07-15 00:36:39|2018-07-06 09:17:35|9999-12-31 00:00:00|A
0000000787|0000000787|0000000787|ME|Central|394019500|143416842|7467|25020|ACH|2025-11-30|2018-07-25 04:00:43|2018-07-09 12:10:52|9999-12-31 00:00:00|A
0000000788|0000000788|0000000788|MO|Central|664064226|371314315|89872|70143|Check|2020-01-31|2018-07-11 22:50:45|2018-07-10 05:56:39|9999-12-31 00:00:00|A
0000000789|0000000789|0000000789|LA|Central|297327614|54568778|49265|32820|Internal Transfer|2021-07-31|2018-07-09 07:23:08|2018-07-02 05:29:31|9999-12-31 00:00:00|A
